id,事務所id,名前,人数,性別,別名,active,activeend,師匠,旧コンビ名,ネタ製作者,出会い,由来,公式サイト,YouTube,tiktok
2332,125,関根麻里,1,1,,,,,,本人,,,,,
2333,85,元・無免許ライダー,1,1,,,,,,本人,,,,,
2334,101,セクシーJ,1,1,,2007/1/1 0:00,,マキタスポーツ,,本人,,,http://office-kitano.co.jp/talentposts/3816,,
2335,117,せつこ,1,2,,,,,シャンゼリーゼ（2006年7月 - 2011年8月）,本人,,,https://www.shochikugeino.co.jp/talents/setsuko,,
2336,999,セニョール玉置,1,1,,1993/1/1 0:00,,,,本人,,,http://www.monomane.com/,,
2337,999,芹澤名人,1,1,,,,,,本人,,,http://www.iijimaroom.co.jp/profile/serizawa_meijin.html,,
2338,85,ゼンゴー,1,1,,,,,,本人,,,https://www.youtube.com/channel/UCPXeCVuR6HWE3nDl03TIh_Q,,
2339,999,ゼンジー・一億,1,1,,,,,,本人,,,,,
2340,108,ぜんじろう,1,1,,1987/1/1 0:00,,上岡龍太郎,月亭かなめ・ぜんじろう（1988年 - 1989年）,本人,,,http://www.zenjiro.com/,,
2341,999,仙堂花歩,1,1,,,,,,本人,,,,,
2342,117,ソエジマ隊員,1,1,,,,,,本人,,,https://www.shochikugeino.co.jp/talents/soejimataiin,,
2343,999,ソシコ,1,1,,,,,,本人,,,http://www.tosp.co.jp/i.asp?I=KUDASHI&P=,,
2344,999,そのまんま美川,1,1,,1997/1/1 0:00,,,,本人,,,,,
2345,38,ゾマホン・ルフィン,1,1,,1998/1/1 0:00,,,ゾマホンズ,本人,,,,,
2346,146,それいけ斉藤くん,1,1,,2000/9/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=851,,
2347,145,タージン,1,1,,1981/1/1 0:00,,,,本人,,,,,
2348,157,TABO,1,1,,,,,,本人,,,,,
2349,85,ダイオウイカ夫,1,1,,,,ビートたけし,ブラック・ボックス（1994年 - 2004年）,本人,,,,,
2350,53,TAIGA,1,1,,1999/1/1 0:00,,,ザ・武道（ユニット）,本人,,,https://www.sunmusic-gp.co.jp/talent/taiga/,,
2351,59,たいがー・りー,1,1,,2000/1/1 0:00,,,,本人,,,http://yohaku-tiger.com/,,
2352,123,代官山ボノ,1,1,,2004/1/1 0:00,,,,本人,,,,,
2353,85,ダイス,1,1,,1999/1/1 0:00,,,"天然軍（1999年結成、2002年10月解散） ○－×（2007年結成、2008年7月解散）

ファイナルジャッジメント（2021年結成）",本人,,,https://blogs.yahoo.co.jp/kohara_blog,,
2354,108,たいぞう,1,1,,1993/1/1 0:00,,,ギャグガスバクハツ→お笑い番長 たいぞう・半平太,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=674,,
2355,117,代走みつくに,1,1,,,,,,本人,,,,,
2356,108,だいたひかる,1,2,,1998/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=719,,
2357,2,大福,1,1,,2007/1/1 0:00,,,,本人,,,http://ash-d.info/daifuku.html,,
2358,108,大平サブロー,1,1,,1976/1/1 0:00,,レツゴー三匹,太平サブロー・シロー（現在は解散）,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=713,,
2359,85,太平まさひこ,1,1,,,,タイヘイ夢路,,本人,,,https://tai03hiko.wixsite.com/taihei,,
2360,128,大門与作,1,1,,,,,,本人,,,https://ameblo.jp/daimon439/,,
2361,108,高井俊彦,1,1,,1995/1/1 0:00,,,ランディーズ（2017年 解散）,本人,,,,,
2362,999,高石太,1,1,,,,,,本人,,,,,
2363,999,たかおみゆき,1,1,,,,,,本人,,,,,
2364,33,タカギマコト,1,1,,2006/1/1 0:00,,,,本人,,,http://web-box.jp/zipang/,,
2365,108,たかくら引越センター,1,1,,2007/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=3939,,
2366,91,TAKASHI,1,1,,,,石倉三郎,,本人,,,,,
2367,999,高田純次,1,1,,1971/1/1 0:00,,,,本人,,,http://www.takeone-office.com/takada/takada.html,,
2368,108,タカタ先生,1,1,,2008/1/1 0:00,,,タカタ学園（2016年10月 - ）,本人,,,,,
2369,999,タカハシカナコ,1,1,,,,,,本人,,,,,
2370,85,高橋ちゃん,1,1,,2015/1/1 0:00,,,,本人,,,,,
2371,10,高橋なんぐ,1,1,,,,,,本人,,,http://namara.info,,
2372,999,高橋靖子,1,2,,,,,,本人,,,,,
2373,108,高田課長,1,1,,,,,,本人,,,,,
2374,85,たかまつなな,1,1,,,,,日本の頭脳（解散）,本人,,,https://takamatsunana.com,,
2375,999,滝ありさ,1,2,,,,,,本人,,,,,
2376,999,滝口ミラ,1,2,,,,,,本人,,,,,
2377,94,田口浩正,1,1,,,,,,本人,,,https://www.horipro.co.jp/taguchihiromasa/,,
2378,999,たくませいこ,1,2,,,,,,本人,,,,,
2379,999,竹井輝彦,1,1,,1986/1/1 0:00,,,ビッグブラザーズ（1986年 - 1990年）,本人,,,,,
2380,128,ヴィンテージ,1,1,,2000/1/1 0:00,,,,本人,,,http://www.ohtapro.co.jp/talent/vintage/,,
2381,117,タケウチパンダ,1,1,,,,,安田と竹内,本人,,,,,
2382,108,竹内ゆうじ,1,1,,,,,W-TRAP,本人,,,,,
2383,85,竹岡和範,1,1,,1995/1/1 0:00,,,ハイエナ（1996年 - 2011年） ふぇありーきっす。（2012年） アマレス兄弟（2016年 - ）,本人,,,https://twitter.com/hyenatakeoka,,
2384,999,たけだバーベキュー,1,1,,,,,,本人,,,,,
2385,146,タケト,1,1,,1996/1/1 0:00,,,Bコース（解散）,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=227,,
2386,999,竹中直人,1,1,,1983/1/1 0:00,,,,本人,,,http://www.from1-pro.jp/talent/detail.php?id=2,,
2387,999,竹原ひろみ,1,1,,,,,,本人,,,http://members.jcom.home.ne.jp/takehara-hiromi/,,
2388,999,蛸島屋鶴千代,1,1,,1988/1/1 0:00,,チャンバラトリオ,,本人,,,,,
2389,999,たこ八郎,1,1,,1965/1/1 0:00,,由利徹,,本人,,,,,
2390,83,田代32,1,1,,,,,,本人,,,,,
2391,999,田代まさし,1,1,,1980/1/1 0:00,,,,本人,,,,,
2392,88,Y&Y,1,1,,1998/4/1 0:00,,,,本人,,,,,
2393,999,立川真司,1,1,,,,,,本人,,,http://monomane.la.coocan.jp/,,
2394,999,タックルながい。,1,1,,,,,,本人,,,,,
2395,128,立川只四楼,1,1,,2008/1/1 0:00,,立川談四楼,インジャリカン→のみくい処（解散） メンソールレフト（2010年）,本人,,,,,
2396,117,たなかつよし,1,1,,1993/1/1 0:00,,,アップスタート（1993年? - 1995年?） スクラッチ（1996年8月 - 2000年7月） ダブルダッチ（2005年9月 - 2010年5月）,本人,,,https://www.shochikugeino.co.jp/talents/tanakatsuyoshi,,
2397,104,谷+1。,1,1,,2002/1/1 0:00,,,かるら（解散）,本人,,,https://www.watanabepro.co.jp/mypage/40000209/,,
2398,999,谷村仁司,1,1,,,,,,本人,,,,,
2399,88,田上よしえ,1,1,,1998/1/1 0:00,,,,本人,,,http://www.p-jinriki.com/talent/tanoue/,https://www.youtube.com/channel/UC2xRAekZBU78YUzAEi4jW-Q,
2400,999,楽しんご,1,1,,2000/1/1 0:00,,,Mint姉弟（2007年 - 2013年） おいなりさん（2018年 - ）,本人,,,https://pablo.tokyo.jp/tanosingo/,https://www.youtube.com/channel/UC0EepDQSD2VQyKUhRhPakxA,
2401,163,タブレット純,1,1,,2011/1/1 0:00,,,,本人,,,https://toruba.net/,,
2402,999,たまこ,1,1,,,,,,本人,,,,,
2403,153,民秋貴也,1,1,,,,宮田たかし,チャボ&飛鳶,本人,,,http://attohome.net/tamiaki.html,,
2404,108,たむらけんじ,1,1,,1992/1/1 0:00,,,LaLaLa（1992年 - 1999年）,本人,,,http://www.de-la-soul.co.jp/tamuken/index.html,,
2405,147,田村ゆきこ,1,2,,,,,,本人,,,http://neet-project.com/profile/tamura/index.html,,
2406,133,タモリ,1,1,,1975/1/1 0:00,,赤塚不二夫,,本人,,,http://www.tanabe-agency.co.jp/,,
2407,999,誰なんだ吉武,1,1,,,,,,本人,,,,,
2408,999,俵山栄子,1,2,,,,,,本人,,,,,
2409,104,丹佳夫,1,1,,2011/1/1 0:00,,,,本人,,,http://www.watanabepro.co.jp/mypage/artist/tanyoshio.html,,
2410,107,ダンカン,1,1,,,,ビートたけし 立川談志（落語家時代）,,本人,,,,,
2411,999,ダンジー,1,1,,,,,,本人,,,,,
2412,162,ダンシング谷村,1,1,,,,,DXコブラ,本人,,,https://www.jinseipro.com/talent/talent_27.php,,
2413,53,ダンディ坂野,1,1,,1993/1/1 0:00,,,,本人,,,https://ameblo.jp/dandy-sakano/,,
2414,161,千秋,1,2,,,,,,本人,,,http://www.chiaki7.com,,
2415,108,TEAM近藤,1,1,,2010/1/1 0:00,,,TEAMサツマカワ TEAMTKC（ユニット）,本人,,,,,
2416,19,チェリー吉武,1,1,,,,,,本人,,,http://wahahahompo.co.jp/member_profile/cherry_yoshitake.pdf,,
2417,999,千葉ドラゴン,1,1,,2006/1/1 0:00,,,ブラックリボン軍 （2006年 - 2011年） ジョーゼット （2011年 - 2014年）,本人,,,https://yscompany.biz/chibaidoragon.html,,
2418,108,チャーリー浜,1,1,,1960/1/1 0:00,,花紀京,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=700,,
2419,999,茶井木竜象,1,1,,,,,,本人,,,https://web.archive.org/web/20101230115040/http://lovespecialist.net/top.html,,
2420,999,ぢゃいこ,1,2,,,,,,本人,,,,,
2421,999,ちゃまくん,1,1,,2005/1/1 0:00,,,スーパーマッシュパーティー（2011年9月 - ）,本人,,,,,
2422,108,ちゃらんぽらん,1,1,,1980/1/1 0:00,,,,本人,,,,,
2423,139,チャンス青木,1,1,,,,宮城けんじ,Wチャンス　鋭才・鈍才　チャンス・コダマ,本人,,,,,
2424,108,チャンス大城,1,1,,1990/1/1 0:00,,,オッヒョッヒョッ～三兄弟 ビックママ 南北朝鮮 右心臓800 昭和右心臓 大城・三宅 （※いずれも解散）,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=6517,,
2425,108,中條健一,1,1,,1987/1/1 0:00,,六代桂文枝,,本人,,,,,
2426,121,長州小力,1,1,,1988/1/1 0:00,,,,本人,,,,,
2427,61,超特急ひかり,1,1,,,,,,本人,,,,,
2428,122,超能力少年ダイジ,1,1,,,,,,本人,,,,,
2429,22,ツートン青木,1,1,,,,,,本人,,,http://www.twotone.co.jp/,,
2430,999,月亭方正,1,1,,,,,,本人,,,,https://www.youtube.com/channel/UCqIXcCDxPecyxEqAlFCXXug,
2431,999,九十九一,1,1,,1976/1/1 0:00,,滝あきら 上岡龍太郎,,本人,,,,,
2432,146,ツクロークン,1,1,,2008/1/1 0:00,,,,本人,,,,,
2433,108,ツジカオルコ,1,2,,2004/4/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=824,,
2434,108,辻本茂雄,1,1,,1986/1/1 0:00,,,三角公園USA（1986年 - 1989年）,本人,,,,,
2435,128,土田晃之,1,1,,1991/1/1 0:00,,,U-turn（1991年 - 2001年）,本人,,,https://www.ohtapro.co.jp/talent/tsuchidateruyuki.html,,
2436,108,椿鬼奴,1,1,,1998/1/1 0:00,,,BODY,本人,,,https://web.archive.org/web/20090201061306/http://tubaki-oniyakko.laff.jp/,,
2437,94,つぶやきシロー,1,1,,1994/1/1 0:00,,,,本人,,,https://www.horipro.co.jp/tsubuyakishiro/,,
2438,107,つまみ枝豆,1,1,,1982/1/1 0:00,,ビートたけし,カージナルス（1983年活動停止）,本人,,,https://tap-1.jp/mame/,,
2439,125,デイエノボル,1,1,,,,,,本人,,,http://asaikikaku.co.jp/talent/profile/deienoboru,,
2440,999,ディエゴ・加藤・マラドーナ,1,1,,,,,,本人,,,,,
2441,85,DJ chan森 TOKYO,1,1,,2013/1/1 0:00,,,,本人,,,,,
2442,53,手賀沼ジュン,1,1,,2001/1/1 0:00,,,,本人,,,http://www.tega-juhn.com/,,
2443,96,出川哲朗,1,1,,1985/1/1 0:00,,,,本人,,,https://www.maseki.co.jp/talent/degawatetsuro,,
2444,75,テキサス,1,1,,2003/1/1 0:00,,,弾丸ジャッキー（2003 - 2016）,本人,,,,,
2445,108,ですよ。,1,1,,2003/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=835,,
2446,85,デッカチャン,1,1,,1997/1/1 0:00,,,シャイニング,本人,,,https://blogs.yahoo.co.jp/dekka_blog/,,
2447,108,鉄拳,1,1,,1997/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=654,https://www.youtube.com/channel/UCQJYGSTU6tXk0pC08b-lYbA,
2448,129,鉄板■魔太郎,1,1,,,,,//（スラッシュスラッシュ）　メガネが二つ。。,本人,,,,,
2449,999,デビテツヤ,1,1,,,,,,本人,,,https://www.facebook.com/devitetsuya.Official,,
2450,999,デビット伊東,1,1,,,,,,本人,,,,,
2451,999,寺岡光盛,1,1,,,,,,本人,,,,,
2452,129,寺田体育の日,1,1,,,,,ふうりんかざん　一度は売れ隊,本人,,,https://okw.co.jp/profile/terada/,,
2453,53,テル,1,1,,1996/1/1 0:00,,,どーよ（2009年解散）,本人,,,,,
2454,86,デンシレンジ小林,1,1,,,,,,本人,,,,,
2455,999,でんでん,1,1,,,,,,本人,,,http://www.alpha-agency.com/artist/denden.html,,
2456,108,テント,1,1,,1974/1/1 0:00,,川上のぼる 上岡龍太郎,,本人,,,https://megalodon.jp/2016-0928-0242-54/search.yoshimoto.co.jp/talent_prf/?id=653,,
2457,128,ドイツみちこ,1,2,,2003/1/1 0:00,,,こじらせハスキー グリングリン（解散）,本人,,,https://www.ohtapro.co.jp/talent/kojirasehusky.html,,
2458,104,東京ウタカルタ,1,1,,2006/1/1 0:00,,,,本人,,,,,
2459,108,とくこ,1,2,,,,,リンダ（解散）,本人,,,,,
2460,999,所ジョージ,1,1,,1977/7/25 0:00,,,,本人,,,http://www.tokoro.co.jp/,https://www.youtube.com/channel/UC21MHepdj7rzt3T94hM6ljA,
2461,114,とっこねぇ,1,2,,,,,時子とのぞみ,本人,,,,,
2462,128,どてちん岩ちゃん,1,1,,1999/1/1 0:00,,,どてちんレンジャー  （2007年 - 2012年）,本人,,,https://www.ohtapro.co.jp/talent/iwachan.html,,
2463,999,轟進一,1,1,,,,,,本人,,,,,
2464,999,トニーヒロタ,1,1,,,,,,本人,,,http://www.cty-net.ne.jp/~tony/,,
2465,108,トニーフランク,1,1,,2011/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=5240,https://www.youtube.com/user/umatosakana,
2466,108,とにかく明るい安村,1,1,,2000/1/1 0:00,,,アームストロング（2000年 - 2014年）,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=428,https://www.youtube.com/user/yasumurashogo,
2467,108,土肥ポン太,1,1,,1993/1/1 0:00,,,スキヤキ （2001年解散）,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=875,,
2468,999,トミウラタカユ機,1,1,,,,,,本人,,,https://profile.ameba.jp/ameba/takayumachine,,
2469,44,トミドコロ,1,1,,2006/1/1 0:00,,,ハリネズミ（2006年 - 2009年8月） カラフルトランプ（2015年10月 - 2018年5月）,本人,,,http://grapecom.jp/talents/tomidokoro/,,
2470,117,友池さん,1,1,,1994/1/1 0:00,,,友池中林（1994年 - 2006年3月）,本人,,,https://s.maho.jp/homepage/afe594fb98ba486e/,,
2471,999,友近,1,2,,2000/1/1 0:00,,,,本人,,,,,
2472,108,友野英俊,1,1,,1989/1/1 0:00,,,桧・友野（解散） ガリッパナ（2001年 - 2003年）,本人,,,,,
2473,95,寅人,1,1,,,,,,本人,,,http://com.horipro.co.jp/talent/%E5%AF%85%E4%BA%BA%20/index.html,,
2474,53,鳥居みゆき,1,1,,2007/10/1 0:00,,松みのる,,本人,,,https://www.sunmusic-gp.co.jp/talent/torii_miyuki/,,
2475,999,鳥肌実,1,1,,,,,,本人,,,https://www.torihada.jp,,
2476,96,ドロンズ石本,1,1,,1995/1/1 0:00,,,ドロンズ（1995年 - 2003年）,本人,,,https://www.maseki.co.jp/talent/doronzishimoto,,
2477,45,どんぐりたけし,1,1,,2013/1/1 0:00,,,,本人,,,http://www.kdashstage.jp/profile/archives/20,,
2478,154,なおき,1,1,,1988/1/1 0:00,,中田カウス（現在は破門）,中田尚希・祐士（1991年解散）,本人,,,http://www.keyword.co.jp/profile/418,,
2479,85,ナオユキ,1,1,,1990/1/1 0:00,,笑福亭鶴光,ダックスープ（1992年 - 2006年）,本人,,,http://www1.odn.ne.jp/wisecracker/,,
2480,999,中恭太,1,1,,,,,,本人,,,,,
2481,60,長井秀和,1,1,,1992/1/1 0:00,,,,本人,,,http://www.titan-net.co.jp/talent/nagai-hidekazu/,,
2482,108,永井佑一郎,1,1,,1998/1/1 0:00,,,餃子会館（解散）,本人,,,,,
2483,117,長江もみ,1,1,,1999/1/1 0:00,,,,本人,,,https://www.shochikugeino.co.jp/talents/nagaemomi,,
2484,108,中川貴志,1,1,,1995/1/1 0:00,,,ランディーズ（1995年 - 2017年）,本人,,,,https://www.youtube.com/channel/UCa3rm_0uvqlk4ADGtjk8rEQ,
2485,108,長崎亭キヨちゃんぽん,1,1,,,,,,本人,,,,,
2486,18,ナカジー,1,1,,1999/1/1 0:00,,,,本人,,,,,
2487,86,中島和広,1,1,,,,,,本人,,,,,
2488,85,中島知子,1,2,,1993/1/1 0:00,,,オセロ(2013年解散),本人,,,https://ameblo.jp/tomoko-ni-yorosiku/,,
2489,999,中島保,1,1,,2007/1/1 0:00,,,,本人,,,https://ameblo.jp/nakatamorning/,https://www.youtube.com/user/bloodytamotsu,
2490,90,なかじままり,1,1,,,,,まこ＆のりこ　鳩山夫妻,本人,,,http://www.from1-pro.jp/talent/detail.php?id=73,,
2491,108,中西喜美恵,1,2,,,,,,本人,,,,,
2492,999,中西智代梨,1,1,,,,,,本人,,,,https://www.youtube.com/channel/UCofuX0EYsFtO-83RlQP2GaA,
2493,44,永野,1,1,,1995/1/1 0:00,,,,本人,,,https://grapecom.jp/talent_writer/nagano/,https://www.youtube.com/channel/UCelpgGoLhrM0o2n44z_3Jqw,
2494,146,なかのよいこ,1,2,,1998/1/1 0:00,,,,本人,,,https://ameblo.jp/nakanoyoiko/,,
2495,108,長原成樹,1,1,,1984/1/1 0:00,,,,本人,,,,,
2496,999,中村愛 (お笑い芸人),1,2,,,,,マッキアイアイ（2005年 - 2006年）,本人,,,,,
2497,125,中村愛 (タレント),1,1,,,,,,本人,,,,,
2498,104,デニッシュ,1,1,,2006/1/1 0:00,,,,本人,,,,,
2499,117,なかむら摂,1,1,,,,,おひさまロケット（活動休止）,本人,,,https://www.shochikugeino.co.jp/talents/nakamurasetsu/,,
2500,999,中村まゆみ,1,1,,,,,,本人,,,,,
2501,166,中村有志,1,1,,1977/1/1 0:00,,杉兵助,,本人,,,,https://www.youtube.com/channel/UCshily63dXlJL0J4A7ZMJ3Q,
2502,104,中村涼子,1,2,,2007/1/1 0:00,,,あんいーぶん（解散） パルフェ（解散）,本人,,,https://www.watanabepro.co.jp/mypage/40000133/,,
2503,999,中本賢,1,1,,,,,,本人,,,,,
2504,999,中森あきない,1,1,,,,,,本人,,,,,
2505,108,なかやまきんに君,1,1,,2000/1/1 0:00,,,ザ☆健康ボーイズ（不定期）,本人,,,,https://www.youtube.com/channel/UCOUu8YlbaPz0W2TyFTZHvjA,
2506,108,中山功太,1,1,,2002/1/1 0:00,,,7（解散） 赤い太陽（解散）,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=658,,
2507,104,中山秀征,1,1,,1982/1/1 0:00,,,ABブラザーズ（1985年 - 1992年）,本人,,,,,
2508,999,中山美保,1,2,,,,,,本人,,,,,
2509,999,なすび,1,1,,,,,覇王樹（サボテン）〔活動時期不明〕,本人,,,http://office-k-nasubi.jimdo.com/,,
2510,108,なだぎ武,1,1,,1989/1/1 0:00,,,スミス夫人（1989年 - 2001年） ディラン&キャサリン,本人,,,,,
2511,999,なちゅ,1,1,,,,,,本人,,,,,
2512,57,なっきー,1,1,,,,,なつき・銀平 二十世紀なつき・やよい なつきたまえ （※現在はいずれも解散）,本人,,,http://www.tokyo-engeikyokai.com/nacky-.html,,
2513,162,ナックルこうじ,1,1,,,,,,本人,,,,,
2514,85,ナナちゃん,1,1,,,,,,本人,,,,,
2515,146,Bコース,1,1,,1996/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=227,,
2516,999,なべやかん,1,1,,1991/1/1 0:00,,ビートたけし,,本人,,,,,
2517,128,ナポ,1,1,,2012/1/1 0:00,,,,本人,,,https://www.ohtapro.co.jp/talent/napo.html,,
2518,999,なまたまご,1,1,,,,,,本人,,,,,
2519,108,なめたらいかんぜよ。MARI,1,1,,2009/1/1 0:00,,,パンドラ（2009年 - 2010年） マーマレード（2013年 - 2014年）,本人,,,https://blogs.yahoo.co.jp/marimari_blog/,,
2520,108,なるみ,1,1,,1989/1/1 0:00,,,トゥナイト(解散),本人,,,,,
2521,146,名輪久美子,1,2,,2011/3/1 0:00,,,,本人,,,,,
2522,999,何ン田研二,1,1,,,,,,本人,,,http://r.goope.jp/star-office,,
2523,108,肉球,1,1,,,,,,本人,,,,,
2524,88,肉体戦士ギガ,1,1,,2015/1/1 0:00,,,ストレンズ（2016年1月 - 11月） いかちゃんとギガ（M-1限定） 凪咲（M-1限定）,本人,,,http://www.p-jinriki.com/talent/nikutaisenshigiga/,,
2525,16,ニコチンおじさん,1,1,,,,,アンタレス　☆ルリヲ☆,本人,,,,,
2526,999,西尾夕紀,1,1,,,,,,本人,,,http://www.nishioyuki.com/,,
2527,104,にしおかすみこ,1,2,,1994/1/1 0:00,,春風亭小朝（落語家として）,つぶつぶ（2002年 - 2005年）,本人,,,https://www.watanabepro.co.jp/mypage/40000021/,,
2528,108,西川かの子,1,2,,,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=3257,,
2529,108,西川きよし,1,1,,1963/1/1 0:00,,石井均,横山やすし・西川きよし（解散）,本人,,,,,
2530,117,西川小のり,1,1,,,,西川のりお,,本人,,,,,
2531,108,西川忠志,1,1,,,,,,本人,,,,,
2532,108,西川ヘレン,1,2,,,,,,本人,,,,,
2533,135,虹組キララ,1,1,,,,,虹組キララと研究生（2009年 - 2012年） アムール（2013年 - ）,本人,,,https://www.higashimura15.com/blank-12,,
2534,999,西科仁,1,1,,,,,,本人,,,,,
2535,999,西村,1,1,,,,,,本人,,,,,
2536,108,西村ヒロチョ,1,1,,2010/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=3492,,
2537,999,西本はるか,1,1,,,,,,本人,,,,,
2538,999,にしゃんた,1,1,,,,鶴見良行・中村尚司・田中宏,,本人,,,http://www.nishan.jp/,,
2539,125,新田かえで,1,1,,2008/1/1 0:00,,,,本人,,,,,
2540,999,ニッチロー,1,1,,2012/4/1 0:00,,,,本人,,,https://nicchiro.com/,,
2541,999,二宮優樹,1,1,,,,,,本人,,,https://office-cotton.co.jp/yuuki-matsuzaka/,,
2542,162,二輪明宏,1,1,,,,,,本人,,,,,
2543,117,ぬまっち,1,1,,,,,,本人,,,https://www.shochikugeino.co.jp/talents/numacchi,,
2544,108,ぬゅぬゅゅゆゅゅゅゅゅ,1,1,,2013/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=6704,,
2545,108,ネゴシックス,1,1,,2001/1/1 0:00,,,,本人,,,http://negosix.com/,,
2546,999,猫柳ロミオ,1,1,,,,春風亭小朝,,本人,,,,,
2547,19,猫ひろし,1,1,,2003/3/1 0:00,,ハチミツ二郎,,本人,,,https://neko-hiroshi.com/,https://www.youtube.com/channel/UCDk2-iWh-3jidoSJRezGYjA,
2548,89,ねづっち,1,1,,1997/1/1 0:00,,Wエース,ケルンファロット → ケルン（1995年 - 2003年） Wコロン（2004年 - 2015年）,本人,,,http://www.ph-aun.net/talent_info/nezucchi-3/,https://www.youtube.com/channel/UCl-P_l0oiJ0a_30_s6c6KMA,
2549,999,ねんど大介,1,1,,,,,,本人,,,,,
2550,60,脳みそ夫,1,1,,2006/1/1 0:00,,,レモねぇーど,本人,,,http://www.titan-net.co.jp/talent/noumisoo/,,
2551,93,野口陽一,1,1,,,,,,本人,,,,,
2552,108,野沢直子,1,1,,1983/1/1 0:00,,,,本人,,,https://profile.yoshimoto.co.jp/talent/detail?id=720,,
2553,88,のんたなか,1,1,,2014/3/1 0:00,,,,本人,,,https://web.archive.org/web/20160115222745/http://www.p-jinriki.com/talent/peekaboo/,,
2554,44,パーティ内山,1,1,,2006/1/1 0:00,,,,本人,,,https://grapecom.jp/talent_writer/party-uchiyama/,,
2555,135,バード238,1,1,,,,,,本人,,,,,
2556,128,パーマ大佐,1,1,,2012/7/5 0:00,,,酒井・國土（解散）,本人,,,https://www.ohtapro.co.jp/talent/permtaisa.html,https://www.youtube.com/channel/UCT3yndcswJBxo3zRme_wTRA,
2557,167,バーモント秀樹,1,1,,,,,,本人,,,http://vermonthideki.com/,,
2558,108,バイク川崎バイク,1,1,,2004/1/1 0:00,,,街の帽子屋さん（解散）,本人,,,,,
2559,146,はいじぃ,1,1,,,,,,本人,,,https://blogs.yahoo.co.jp/haijima_blog,https://www.youtube.com/user/haijimovie,
2560,147,馬王,1,1,,1999/1/1 0:00,,Wエース,馬のなんこつ（1999年） 馬車馬（2001年 - 2004年） エコギャング（2004年 - 2010年） うまめせん（2017年）,本人,,,https://neet-project.com/profile/baou/,,
2561,96,バカリズム,1,1,,1995/1/1 0:00,,,バカリズム（現在はピン）,本人,,,https://www.maseki.co.jp/talent/bakarhythm,https://www.youtube.com/channel/UCzOHCa6-FxSeO4wWUL6smLw,
2562,138,萩本欽一,1,1,,1960/1/1 0:00,,深見千三郎、池信一、東八郎、はかま満緒,コント55号,本人,,,http://asaikikaku.co.jp/talent/profile/hagimotokinichi,,
2563,108,間寛平,1,1,,1968/1/1 0:00,,花紀京,,本人,,,,,
2564,999,橋爪ヨウコ,1,1,,,,,,本人,,,,,
2565,999,はじめ,1,1,,,,,,本人,,,,,
2566,999,橋本志穂,1,2,,,,,,本人,,,https://ameblo.jp/hashimotoshiho/,,
2567,45,橋本まさを,1,1,,2006/1/1 0:00,,,,本人,,,https://ameblo.jp/masawo-hashimoto/,,
2568,999,パジャマとりや,1,1,,,,,,本人,,,,,
2569,104,長谷川ヨシテル,1,1,,2009/1/1 0:00,,,あかいらか（2009年 - 2013年）,本人,,,https://www.watanabepro.co.jp/mypage/40000064/,,
2570,104,波田陽区,1,1,,1998/1/1 0:00,,,,本人,,,https://www.watanabepro.co.jp/mypage/40000010/,,
2571,71,畑中しんじろう,1,1,,2003/1/1 0:00,,,しんしゅう（解散） ハイアンドロー（解散） 町のベーカリーズ（解散） しんちゃん＆ヨッシー,本人,,,,,
2572,169,はたのぼる,1,1,,,,,,本人,,,,,
2573,166,葉月パル,1,1,,,,,,本人,,,,,
2574,108,初恋タロー,1,1,,2006/1/1 0:00,,,,本人,,,,,
2575,96,パッション屋良,1,1,,2004/1/1 0:00,,,サミット75（解散）,本人,,,http://www.office-passion.net/,,
2576,999,ばってん多摩川,1,1,,,,,,本人,,,,,
2577,104,バッドナイス常田,1,1,,2009/1/1 0:00,,,バッドナイス （2013年 - 2019年1月）,本人,,,https://www.watanabepro.co.jp/mypage/40000067/,,
2578,45,ハッポゥくん,1,1,,,,,Aランチ （2000年 - 2005年）,本人,,,http://www.kdashstage.jp/profile/archives/16,,
2579,85,波照間てるこ。,1,1,,2007/1/1 0:00,,,,本人,,,,,
